strategy,n_obs,ann_return,ann_vol,sharpe,max_drawdown,ann_factor
ai_regime_combined,1294,0.044105500960533076,0.005264062656463306,8.378604860711448,0.012541795640946374,365.0
realized_vol_20d__naive_scaling,1294,-0.047078037908090904,0.04367825081131052,-1.0778370707075111,0.17747281520858915,365.0
