split,date,router_return,bh_return,router_equity,bh_equity,selected_pair,selected_weight,selected_turnover
0,2023-01-01,9.151415037404058e-05,0.0,1.0000915183379215,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.4781993597768231
0,2023-01-02,9.151415037404058e-05,0.0,1.0001830450514493,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-03,0.00014162812603560083,0.0001000350123376989,1.000324709133385,1.0001000400160065,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-04,9.42055000774431e-05,0.0,1.000418949661767,1.0001000400160065,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-05,4.864610628288162e-05,-0.0001000350123376989,1.0004676173320564,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-06,4.884834588313983e-05,-0.00010004502034255153,1.0005164897139305,0.9998999599839936,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-07,9.668981055980722e-05,0.0,1.0006132341408076,0.9998999599839936,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-08,0.0001445312752364746,0.00010004502034255153,1.0007578644991098,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-09,9.731088633229544e-05,0.0,1.0008552538723543,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-10,0.00014576864022070027,0.0001000350123376989,1.0010011578156204,1.0001000400160065,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-11,4.9888257581445696e-05,-0.0001000350123376989,1.0010510972649065,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-12,0.00019215135798423473,0.00020006001867264663,1.001243469074318,1.0002000800320128,usdt_crypto_intraday_rv_7d__trend_filter,0.4781993597768231,0.0
0,2023-01-13,4.8857916568762535e-05,-0.00010002500633494774,1.0012923889392467,1.0001000400160065,usdt_crypto_intraday_rv_7d__trend_filter,0.4090421169968975,0.06915724277992558
0,2023-01-14,1.3832059090291607e-05,-0.00020008003268025043,1.001306238970524,0.9998999599839936,usdt_crypto_intraday_rv_7d__trend_filter,0.4090421169968975,0.0
0,2023-01-15,2.7647129587259436e-05,-0.00020012007271118302,1.001333922596554,0.9996998799519807,usdt_crypto_intraday_rv_7d__trend_filter,0.4090421169968975,0.0
0,2023-01-16,0.00019136220597797016,0.00020012007271118302,1.001525558400243,0.9998999599839936,usdt_crypto_intraday_rv_7d__trend_filter,0.4090421169968975,0.0
0,2023-01-17,0.00011044252162331386,0.0,1.0016361755166872,0.9998999599839936,usdt_crypto_intraday_rv_7d__trend_filter,0.4090421169968975,0.0
0,2023-01-18,0.00015089622180492677,0.00010004502034255153,1.0017873300352318,1.0,usdt_crypto_intraday_rv_7d__trend_filter,0.4090421169968975,0.0
0,2023-01-19,0.00015136105484373698,0.0001000350123376989,1.0019389730983725,1.0001000400160065,usdt_crypto_intraday_rv_7d__trend_filter,0.35771289021260105,0.05132922678429647
0,2023-01-20,0.00011002428489513704,0.0,1.0020492167820263,1.0001000400160065,usdt_crypto_intraday_rv_7d__trend_filter,0.35771289021260105,0.0
0,2023-01-21,0.00010997317597112993,0.0,1.0021594213765388,1.0001000400160065,usdt_crypto_intraday_rv_3d__drawdown_brake,0.3622718410655013,0.0045589508529002565
0,2023-01-22,0.00018179952340524947,0.0002000400086686451,1.0023416300439436,1.0003001200480193,usdt_crypto_intraday_rv_3d__drawdown_brake,0.3622718410655013,0.0
0,2023-01-23,0.00011968933076774732,0.0,1.0024616068226713,1.0003001200480193,usdt_crypto_intraday_rv_3d__drawdown_brake,0.412440406633685,0.050168565568183665
0,2023-01-24,0.0001000068262959721,0.0,1.0025618648396126,1.0003001200480193,usdt_crypto_intraday_rv_3d__drawdown_brake,0.412440406633685,0.0
