overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs,ann_factor
8.378604860713077,3.5166815201920865,0.000632955992861092,0.0441055009605449,0.005264062656463693,0.012541795640947262,-0.0028351954609042358,-0.0022699354210074883,0.001982921780412929,-6.942579999734808e-05,0.024487130060234338,0.030584922969541628,8.38144005617398,1294,365.0
