split,window,start,end,sharpe,calmar,cvar_95,bh_sharpe,bh_calmar,bh_cvar_95,excess_sharpe,regime_sharpe_high_vol,regime_sharpe_low_vol,switch_count,switch_rate,turnover,drawdown,bh_drawdown,dd_behavior_proxy,best_train_pair,router_type,unique_selected,ai_regime_call_count,ai_selection_call_count,ai_total_call_count,ai_regime_failure_count,ai_selection_failure_count,ai_failure_count,ai_regime_failure_sample,ai_selection_failure_sample,global_ai_calls_used_before_split,ann_factor
0,oos,2023-01-01,2026-07-18,8.378604860713077,3.5166815201920865,0.000632955992861092,-0.0028351954609042358,-0.0022699354210074883,0.001982921780412929,8.38144005617398,9.11171527654792,7.667049557329023,62,0.04791344667697063,0.034445765749835815,0.012541795640947262,0.030584922969538186,,usdt_crypto_intraday_rv_7d__trend_filter,ai_regime,23,65,130,195,0,0,0,,,0,365.0
