split,window,pair,qlike,rmse_vol,turning_point_delay,kupiec_lr,christoffersen_lr,violation_rate,qlike_high,qlike_low
0,train,usdt_crypto_range_parkinson_20d__drawdown_brake,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_range_parkinson_20d__drawdown_modulated,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_range_parkinson_20d__priority_stack,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_range_parkinson_20d__regime_switch,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_range_parkinson_20d__trend_filter,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_range_parkinson_20d__vol_shock_throttle,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_range_parkinson_20d__peg_aware_vol,-7.012554650922394,0.028325746896563055,,,,,,
0,train,usdt_crypto_composite_fast__naive_scaling,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__hysteresis,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__vol_target_clip,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__variance_scaling,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__drawdown_brake,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__drawdown_modulated,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__priority_stack,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__regime_switch,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__trend_filter,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__vol_shock_throttle,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_fast__peg_aware_vol,-6.97968657705117,0.03229102235619434,,,,,,
0,train,usdt_crypto_composite_balanced__naive_scaling,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__hysteresis,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__vol_target_clip,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__variance_scaling,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__drawdown_brake,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__drawdown_modulated,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__priority_stack,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__regime_switch,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__trend_filter,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__vol_shock_throttle,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_balanced__peg_aware_vol,-7.20549144289789,0.029174008557959576,,,,,,
0,train,usdt_crypto_composite_slow__naive_scaling,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__hysteresis,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__vol_target_clip,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__variance_scaling,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__drawdown_brake,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__drawdown_modulated,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__priority_stack,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__regime_switch,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__trend_filter,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__vol_shock_throttle,-7.246121542210068,0.035435574264838954,,,,,,
0,train,usdt_crypto_composite_slow__peg_aware_vol,-7.246121542210068,0.035435574264838954,,,,,,
