overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs
1.0840960804816278,0.7180064517910572,0.013062998111575283,0.09251995684335539,0.08534294930966992,0.128856720733589,0.9433170204358835,0.6469266703241954,0.02056994452303397,0.13338596026799654,0.14140098967615594,0.20618404896053,0.14077906004574425,936
