strategy_name,ann_vol,ann_return,sharpe,max_dd,cvar,sortino,calmar,switch_count,independent_pair_use,source_csv
ai_regime_router_oss20b_sensitivity5_high_20230210_20260210,0.12442287670651679,0.13778887291332523,1.1074239445398417,0.21581515938207274,0.01590128107940225,1.172042486989686,0.6384578048541433,85,22,research result/SP500 Sensitive Task/ai_regime_router_oss20b_sensitivity5_high_20230210_20260210/router_vs_bh_timeseries.csv
ai_regime_router_oss20b_sensitivity5_low_20230210_20260210,0.1027102553931731,0.1340070803485082,1.30470983482157,0.128856720733589,0.01306299811157524,1.6111781513290035,1.039969662316392,9,7,research result/SP500 Sensitive Task/ai_regime_router_oss20b_sensitivity5_low_20230210_20260210/router_vs_bh_timeseries.csv
ai_regime_router_oss20b_sensitivity5_very_high_20230210_20260210,0.11211372503439604,0.17242601052771012,1.5379563070873834,0.14875569182335313,0.013754190528793186,1.9936779153338602,1.1591221042651962,83,9,research result/SP500 Sensitive Task/ai_regime_router_oss20b_sensitivity5_very_high_20230210_20260210/router_vs_bh_timeseries.csv
ai_regime_router_oss20b_sensitivity5_very_low_20230210_20260210,0.10950574416443612,0.14900661266292142,1.3607196024271562,0.12466486011017064,0.013713138534520398,1.7480009402678593,1.1952575291163776,3,3,research result/SP500 Sensitive Task/ai_regime_router_oss20b_sensitivity5_very_low_20230210_20260210/router_vs_bh_timeseries.csv
