split,date,router_return,bh_return,router_equity,bh_equity,selected_pair,selected_weight,selected_turnover
0,2023-02-10,0.0006789533370648163,0.001341627430301285,1.0006791838780544,1.0013425278149974,rsharrates__trend_filter,0.4245453412402609,0.4245453412402609
0,2023-02-12,-0.0009808046597149032,-0.0025678678239180294,0.999698194229877,0.9987745111319197,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-13,0.006173872128064214,0.014283618860185171,1.0058892949143412,1.0131429982837177,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-14,-0.000839191443238305,-0.0022348411924565676,1.0050455153210303,1.0108813127726117,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-15,0.0021509536743177706,0.004808866837410718,1.0072096483055821,1.0157542135691195,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-16,-0.0072897389298676694,-0.0174310054306487,0.9998940497197533,0.9982020169924103,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-17,-9.730437067315389e-05,-0.0004895062301566239,0.9997967603919207,0.9977135104593878,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-19,-0.0005920321012645024,-0.0016548181121479742,0.9992050237958423,0.9960638413991225,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-20,-9.775038589358455e-05,-0.0004905568016200339,0.9991073558927948,0.9955753353366585,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-21,-0.006955847628378012,-0.016645613042757745,0.9921818317298099,0.979140536672098,rsharrates__trend_filter,0.4245453412402609,0.0
0,2023-02-22,2.2780283664972475e-05,-6.234413969130934e-05,0.992204434170828,0.9790794949005204,xgb_vix__trend_filter,0.6653771986858218,0.2408318574455609
0,2023-02-23,0.00043739462988740853,0.0005607826326738028,0.9926385139872546,0.9796286996551191,xgb_vix__trend_filter,0.6653771986858218,0.0
0,2023-02-24,-0.00625535257165644,-0.009498192543079764,0.9864485903673812,0.9703680469972981,xgb_vix__trend_filter,0.6653771986858218,0.0
0,2023-02-26,0.0009005344245216197,0.0012564395818436057,0.9873373213874062,0.9715880220724966,xgb_vix__trend_filter,0.6653771986858218,0.0
