split,window,start,end,sharpe,calmar,cvar_95,bh_sharpe,bh_calmar,bh_cvar_95,excess_sharpe,regime_sharpe_high_vol,regime_sharpe_low_vol,switch_count,switch_rate,turnover,drawdown,bh_drawdown,dd_behavior_proxy,best_train_pair,router_type,unique_selected,ai_regime_call_count,ai_selection_call_count,ai_total_call_count,ai_regime_failure_count,ai_selection_failure_count,ai_failure_count,ai_regime_failure_sample,ai_selection_failure_sample,global_ai_calls_used_before_split
0,oos,2023-02-10,2026-02-10,1.277902840897519,0.800270603492693,0.013754190528793233,0.9433170204358835,0.6469266703241954,0.02056994452303397,0.33458582046163554,1.1738286165077088,1.4744984422672196,83,0.08867521367521368,0.03735292957826165,0.14875569182335324,0.20618404896053066,,rsharrates__variance_scaling,ai_regime,9,0,183,183,0,0,0,,,0
