overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs
1.277902840897519,0.800270603492693,0.013754190528793233,0.11904480726844777,0.09315638361429586,0.14875569182335302,0.9433170204358835,0.6469266703241954,0.02056994452303397,0.13338596026799654,0.14140098967615594,0.20618404896053,0.33458582046163554,936
