overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs
0.9201693170890566,0.44079826526916793,0.015901281079402304,0.09513094787440665,0.10338417735482873,0.21581515938207274,0.9433170204358835,0.6469266703241954,0.02056994452303397,0.13338596026799654,0.14140098967615594,0.20618404896053,-0.02314770334682692,936
