split,window,start,end,sharpe,calmar,cvar_95,bh_sharpe,bh_calmar,bh_cvar_95,excess_sharpe,regime_sharpe_high_vol,regime_sharpe_low_vol,switch_count,switch_rate,turnover,drawdown,bh_drawdown,dd_behavior_proxy,best_train_pair,router_type,unique_selected,ai_regime_call_count,ai_selection_call_count,ai_total_call_count,ai_regime_failure_count,ai_selection_failure_count,ai_failure_count,ai_regime_failure_sample,ai_selection_failure_sample,global_ai_calls_used_before_split
0,oos,2023-02-10,2026-02-10,0.9201693170890566,0.44079826526916793,0.015901281079402304,0.9433170204358835,0.6469266703241954,0.02056994452303397,-0.02314770334682692,0.7612336812524185,1.318722587959841,85,0.09081196581196581,0.06635686498950569,0.21581515938207285,0.20618404896053066,,rsharrates__variance_scaling,ai_regime,22,0,181,181,0,0,0,,,0
