strategy,n_obs,ann_return,ann_vol,sharpe,max_drawdown,ann_factor
ai_regime_combined,1296,0.3081236681984803,0.2743310773284988,1.1231817816598169,0.39391244989275287,365.0
realized_vol_20d__naive_scaling,1296,0.2955649430137103,0.39568573385222267,0.7469689142851316,0.5168755567210241,365.0
