split,window,pair,vol_tracking_error,drawdown,tail_loss,turnover,cost_adjusted_sharpe,exposure_convexity
0,train,btc_crypto_intraday_rv_1d__naive_scaling,0.09628961392495927,0.5539696070522722,0.06566394544778341,0.14982738926915937,-1.631230363978211,
0,train,btc_crypto_intraday_rv_1d__hysteresis,0.09683128603123581,0.550797058052528,0.0657083996020093,0.15358196922365241,-1.6134628004152574,
0,train,btc_crypto_intraday_rv_1d__vol_target_clip,0.09683128603123581,0.550797058052528,0.0657083996020093,0.15358196922365241,-1.6134628004152574,
0,train,btc_crypto_intraday_rv_1d__variance_scaling,0.18683934159246063,0.6054199840673813,0.08163771368254856,0.23951538492262564,-1.5594243140096216,
0,train,btc_crypto_intraday_rv_1d__drawdown_brake,0.010062309282984017,0.4558448240905242,0.04961798455647682,0.12717785829921602,-1.5719207636942434,
0,train,btc_crypto_intraday_rv_1d__drawdown_modulated,0.05176536315979646,0.41899303609040917,0.04362814057509337,0.11468721003715411,-1.5775375643588938,
0,train,btc_crypto_intraday_rv_1d__priority_stack,0.024492782083160414,0.48435190752887713,0.055027224059413384,0.12109013565494858,-1.5569771911488677,
0,train,btc_crypto_intraday_rv_1d__regime_switch,0.09020243309244669,0.5444780287146236,0.06566394544778341,0.17429775890718943,-1.6059527627942032,
0,train,btc_crypto_intraday_rv_1d__trend_filter,0.033879338254251046,0.4986741889435241,0.05622776180022795,0.13692675798191054,-1.5989932340533726,
0,train,btc_crypto_intraday_rv_1d__vol_shock_throttle,0.0724338686716195,0.5402543369680639,0.06264012410770552,0.1360682552946413,-1.6418921923492988,
0,train,btc_crypto_intraday_rv_1d__peg_aware_vol,0.32049904617285413,0.028517548064397102,0.003626153112815993,0.031931711736904456,0.09825473356544054,
0,train,btc_crypto_intraday_rv_3d__naive_scaling,0.0752890993452286,0.5453860332926401,0.06130606127434862,0.06541569293463868,-1.6538571980899812,
0,train,btc_crypto_intraday_rv_3d__hysteresis,0.07695801721055295,0.5495330118748831,0.0618089455548795,0.07005045253961163,-1.6723805462790442,
0,train,btc_crypto_intraday_rv_3d__vol_target_clip,0.07695801721055295,0.5495330118748831,0.0618089455548795,0.07005045253961163,-1.6723805462790442,
0,train,btc_crypto_intraday_rv_3d__variance_scaling,0.14583561796079714,0.6214514998565985,0.0750238812541548,0.1188667797448383,-1.7825814505885424,
0,train,btc_crypto_intraday_rv_3d__drawdown_brake,0.02742239474046121,0.4509044772950216,0.046320741163638136,0.05018786770884603,-1.6376768969504816,
0,train,btc_crypto_intraday_rv_3d__drawdown_modulated,0.0657734790037342,0.4216218707548557,0.04104487255434051,0.046329227398187484,-1.6941704828856785,
0,train,btc_crypto_intraday_rv_3d__priority_stack,0.0023467797849664462,0.46496509570733746,0.04961337984728979,0.053902216656469416,-1.5793923189508146,
0,train,btc_crypto_intraday_rv_3d__regime_switch,0.06551486194137712,0.538703845859752,0.06130606127434862,0.07998133156870019,-1.6576442428405112,
0,train,btc_crypto_intraday_rv_3d__trend_filter,0.012333440542650065,0.4896443064066073,0.05210003165253565,0.05806548205311891,-1.6430460912391698,
0,train,btc_crypto_intraday_rv_3d__vol_shock_throttle,0.07317795744522976,0.5431265248588745,0.061780706028210286,0.071644374057973,-1.65466915354932,
0,train,btc_crypto_intraday_rv_3d__peg_aware_vol,0.32237351339259096,0.02934102449858944,0.0037110931790213715,0.030836716257891257,-0.1607178700316684,
