split,window,start,end,sharpe,calmar,cvar_95,bh_sharpe,bh_calmar,bh_cvar_95,excess_sharpe,regime_sharpe_high_vol,regime_sharpe_low_vol,switch_count,switch_rate,turnover,drawdown,bh_drawdown,dd_behavior_proxy,best_train_pair,router_type,unique_selected,ai_regime_call_count,ai_selection_call_count,ai_total_call_count,ai_regime_failure_count,ai_selection_failure_count,ai_failure_count,ai_regime_failure_sample,ai_selection_failure_sample,global_ai_calls_used_before_split,ann_factor
0,oos,2023-01-01,2026-07-19,1.1231817816598233,0.782213581424941,0.032465669825187456,0.8228306857563761,0.7252427851930722,0.053601609370222784,0.3003510959034472,1.7927611181125487,0.362585471813942,61,0.0470679012345679,0.09086750594432338,0.3939124498927533,0.5307008986819268,,btc_crypto_composite_fast__peg_aware_vol,ai_regime,23,65,130,195,0,0,0,,,0,365.0
