overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs,ann_factor
1.1231817816598233,0.782213581424941,0.032465669825187456,0.30812366819848275,0.2743310773284994,0.39391244989275276,0.8228306857563761,0.7252427851930722,0.053601609370222784,0.38488699786454605,0.4677596552087065,0.5307008986819255,0.3003510959034472,1296,365.0
