split,date,router_return,bh_return,router_equity,bh_equity,selected_pair,selected_weight,selected_turnover
0,2023-01-01,0.0012329152179929078,0.005127888273735337,1.0012336755704114,1.0051410583948228,btc_crypto_composite_fast__peg_aware_vol,0.14536870809734154,0.14536870809734154
0,2023-01-02,0.0005696218665988922,0.0034010418602061776,1.0018041626311183,1.0085654050822408,btc_crypto_composite_fast__peg_aware_vol,0.39536870809734154,0.25
0,2023-01-03,-0.00010911137932761056,-4.499922152056968e-05,1.0016948603602867,1.0085200214452814,btc_crypto_composite_fast__peg_aware_vol,0.6453687080973416,0.25000000000000006
0,2023-01-04,0.00675146796981977,0.010672105748739114,1.0084806523782797,1.0193406907268512,btc_crypto_composite_fast__peg_aware_vol,0.3953687080973416,0.25
0,2023-01-05,-0.0005804479596283622,-0.0012450313222451825,1.0078954516969831,1.0180723693526117,btc_crypto_composite_fast__peg_aware_vol,0.6453687080973416,0.25
0,2023-01-06,0.004426174530659822,0.007066443091828134,1.0123664603077722,1.0252919983202002,btc_crypto_composite_fast__peg_aware_vol,0.3953687080973416,0.25
0,2023-01-07,-0.00023872926576163289,-0.00038133422576613896,1.0121248076519496,1.0249010939271856,btc_crypto_composite_fast__peg_aware_vol,0.6453687080973416,0.25
0,2023-01-08,0.006803123757814684,0.010749530290404152,1.0190338930106808,1.0359777269212103,btc_crypto_composite_fast__peg_aware_vol,0.3953687080973416,0.25
0,2023-01-09,0.001076803027415763,0.0029442011564917436,1.0201317827911496,1.0390323482461943,btc_crypto_composite_fast__peg_aware_vol,0.6453687080973416,0.25
0,2023-01-10,0.009700588766639368,0.015237849556140048,1.0300758152095275,1.0549862094255158,btc_crypto_composite_fast__peg_aware_vol,0.3953687080973416,0.25
0,2023-01-11,0.011103861397968737,0.028304272372983164,1.0415773719628711,1.0852734333871081,btc_crypto_composite_fast__peg_aware_vol,0.1453687080973416,0.25
0,2023-01-12,0.007137793787652264,0.04939006152723202,1.0490385328942615,1.1402209154424165,btc_crypto_composite_fast__peg_aware_vol,0.0,0.1453687080973416
0,2023-01-13,6.900532468016835e-05,0.05583160973395529,1.049110924636505,1.205691955236001,btc_crypto_composite_fast__peg_aware_vol,0.0,0.0
