overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs
1.2216737959440223,0.8612864924762065,0.013193143671542529,0.1083723975766783,0.08870812972863665,0.12582618968643833,1.0172689896887686,0.6942724624921166,0.020236050302223113,0.14314790739842237,0.14071785225874053,0.2061840489605301,0.2044048062552537,956
