split,window,start,end,sharpe,calmar,cvar_95,bh_sharpe,bh_calmar,bh_cvar_95,excess_sharpe,regime_sharpe_high_vol,regime_sharpe_low_vol,switch_count,switch_rate,turnover,drawdown,bh_drawdown,dd_behavior_proxy,best_train_pair,router_type,unique_selected,ai_regime_call_count,ai_selection_call_count,ai_total_call_count,ai_regime_failure_count,ai_selection_failure_count,ai_failure_count,ai_regime_failure_sample,ai_selection_failure_sample,global_ai_calls_used_before_split
0,oos,2023-02-10,2026-02-10,1.1306351406690593,0.8252188968146067,0.013713138534520445,0.9433170204358835,0.6469266703241954,0.02056994452303397,0.18731812023317584,1.016785906234373,1.3190672278848643,3,0.003205128205128205,0.00875465262505811,0.12466486011017053,0.20618404896053066,,rsharrates__variance_scaling,ai_regime,3,0,98,98,0,0,0,,,0
