overall_sharpe,overall_calmar,overall_cvar_95,overall_ann_return,overall_ann_vol,overall_drawdown,bh_overall_sharpe,bh_overall_calmar,bh_overall_cvar_95,bh_ann_return,bh_ann_vol,bh_drawdown,excess_sharpe,n_oos_obs
1.1306351406690593,0.8252188968146067,0.013713138534520445,0.10287579833166229,0.09098938696597117,0.12466486011017064,0.9433170204358835,0.6469266703241954,0.02056994452303397,0.13338596026799654,0.14140098967615594,0.20618404896053,0.18731812023317584,936
