date,router_signal_as_of_date,active_pair,portfolio_regime,regime_confidence,regime_reason,decision_action,decision_pair,decision_reason,decision_error,selection_ai_success,switch_executed,switch_penalty_applied,switch_cost_tracked,switch_penalty_return_applied,switch_review_action,switch_review_reason,switch_review_error,switch_review_ai_success,regime_changed,previous_portfolio_regime,cooldown_active,hold_gate_active,active_hold_days,cooldown_ranks,cooldown_poor_flags,cooldown_all_poor,initial_hold_active,active_regime_rank,active_overall_recent_rank,raw_returns_with_rf,router_vol_overlay_leverage,returns_with_rf,equity_curve_with_rf,active_obs,active_trailing_return,active_recent_return_20d,active_recent_return_40d,active_recent_momentum_improving,active_annualized_return,active_rolling_sharpe,active_drawdown,active_cvar_5,active_realized_vol,active_vol_tracking_error,active_turnover,active_drawdown_consistency_score,active_drawdown_consistency_mean_abs,active_drawdown_consistency_std_abs,active_drawdown_consistency_target_gap,active_max_abs_drawdown,active_max_drawdown_target_gap,active_max_drawdown_excess_over_target,active_risk_on_score,active_balanced_score,active_defensive_score,bh_equity
2024-06-12,2024-06-11,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 5/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 5/10,,False,False,,False,False,16,{},{},,False,5.0,1,0.0055367398253463,1.0,0.0055367398253463,1072.710128047778,63,0.0375856045335983,0.0083056298560772,0.0056471325264894,True,0.1503424181343934,1.7832138307319123,-0.0323763094758692,-0.011834650744262,0.084309809369685,-0.0156901906303149,0.0173425554523099,-0.0428099827154114,0.0252833374287714,0.0080933201441829,0.0347166625712285,0.0323763094758692,0.0276236905241307,0.0,-1.5913176170576409,-1.5913176170576409,-1.5799859087410868,1045.2170268873504
2024-06-13,2024-06-12,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 6/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 6/10,,False,False,,False,False,17,{},{},,False,5.0,1,0.0056702591185122,1.0,0.0056702591185122,1078.809949874664,63,0.0400728820608697,0.011042259967412,0.0148120773041294,True,0.160291528243479,1.8913556659466784,-0.0323763094758693,-0.011834650744262,0.0847495429492625,-0.0152504570507374,0.0174731735430688,-0.0428099827154114,0.0252833374287715,0.0080933201441829,0.0347166625712284,0.0323763094758693,0.0276236905241306,0.0,-1.6900273874572591,-1.6900273874572591,-1.678695679140705,1047.682793415391
2024-06-14,2024-06-13,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 7/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 7/10,,False,False,,False,False,18,{},{},,False,5.0,1,0.0057751376215733,1.0,0.0057751376215733,1085.0582508354744,63,0.0484717058680211,0.0065709095072325,0.0282827593738925,False,0.1938868234720844,2.279455968711049,-0.0323763094758693,-0.011834650744262,0.0850583762676146,-0.0149416237323853,0.0176998800451675,-0.0428099827154113,0.0252833374287715,0.0080933201441829,0.0347166625712284,0.0323763094758693,0.0276236905241306,0.0,-2.0405549517600634,-2.0405549517600634,-2.02922324344351,1051.5935297507456
2024-06-17,2024-06-14,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 8/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 8/10,,False,False,,False,False,19,{},{},,False,5.0,1,-0.0008141291859008,1.0,-0.0008141291859008,1084.1752327392412,63,0.0563634858501829,0.0127683575170567,0.034386170617351,False,0.2254539434007317,2.6389373398392495,-0.0323763094758692,-0.011834650744262,0.0854336099600096,-0.0145663900399903,0.0178141064632672,-0.0428099827154113,0.0252833374287715,0.0080933201441829,0.0347166625712284,0.0323763094758694,0.0276236905241305,0.0,-2.366034071059014,-2.366034071059014,-2.35470236274246,1052.716075434995
2024-06-18,2024-06-17,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 9/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 9/10,,False,False,,False,False,20,{},{},,False,5.0,1,0.0066032797320114,1.0,0.0066032797320114,1091.3580340030696,63,0.0503900244297278,0.0070924202891959,0.0326023894278828,False,0.2015600977189115,2.3697305014633976,-0.0323763094758693,-0.011834650744262,0.08505612667535,-0.0149438733246499,0.0179240845849391,-0.0428099827154112,0.0252833374287715,0.0080933201441828,0.0347166625712284,0.0323763094758693,0.0276236905241306,0.0,-2.1218313365142207,-2.1218313365142207,-2.1104996281976662,1058.3998226756592
2024-06-20,2024-06-18,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review held active pair,,False,False,0.0,0.0,False,hold,,,True,False,risk_on,False,False,21,"{""10"": 5, ""20"": 8, ""60"": 1}","{""10"": false, ""20"": false, ""60"": false}",False,False,2.0,1,0.0019104136554865,1.0,0.0019104136554865,1093.4449721170686,63,0.053482678000643,0.0123696686506155,0.0441753036315489,False,0.2139307120025723,2.4968757236793584,-0.0323763094758693,-0.011834650744262,0.0856793591982733,-0.0143206408017266,0.0181826133991497,-0.0428099827154112,0.0252833374287715,0.0080933201441828,0.0347166625712284,0.0323763094758693,0.0276236905241306,0.0,-2.2390733140175603,-2.2390733140175603,-2.2277416057010058,1060.3923298222585
2024-06-21,2024-06-20,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 1/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 1/10,,False,False,,False,False,22,{},{},,False,2.0,1,-0.003415254928343,1.0,-0.003415254928343,1089.7169484863402,63,0.05302041541979,0.0140185690077661,0.0430052129824392,False,0.2120816616791603,2.4761163280558236,-0.0323763094758694,-0.011834650744262,0.0856509281394226,-0.0143490718605773,0.0187419431171545,-0.045985378231056,0.0232217292077215,0.0092071074387775,0.0367782707922784,0.0323763094758693,0.0276236905241306,0.0,-2.2202029817415694,-2.2202029817415694,-2.2088712734250153,1056.219665057297
2024-06-24,2024-06-21,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 2/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 2/10,,False,False,,False,False,23,{},{},,False,2.0,1,0.0022563910016609,1.0,0.0022563910016609,1092.17855212902,63,0.0453391052282417,0.0190144798212931,0.0420299065814171,False,0.181356420912967,2.1141962219899653,-0.0323763094758693,-0.011834650744262,0.0857803164278986,-0.0142196835721013,0.0189412111632999,-0.0523897631752741,0.0202100805058516,0.0125998436811258,0.0397899194941483,0.0323763094758692,0.0276236905241307,0.0,-1.8943692626337063,-1.8943692626337063,-1.883037554317152,1060.387040333891
2024-06-25,2024-06-24,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 3/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 3/10,,False,False,,False,False,24,{},{},,False,2.0,1,-0.0028580541781729,1.0,-0.0028580541781729,1089.061503124057,63,0.0477707110488241,0.032282219975162,0.0453935991617735,True,0.1910828441952966,2.22668190999016,-0.0323763094758693,-0.011834650744262,0.0858150611176165,-0.0141849388823834,0.0190079705534007,-0.052389763175274,0.0202100805058518,0.0125998436811258,0.0397899194941481,0.0323763094758694,0.0276236905241305,0.0,-1.995945959874071,-1.995945959874071,-1.9846142515575167,1056.4676291988926
2024-06-26,2024-06-25,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 4/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 4/10,,False,False,,False,False,25,{},{},,False,2.0,1,-0.0031316272127181,1.0,-0.0031316272127181,1085.6563031758858,63,0.0457437021540647,0.0260830529166504,0.0358936863922693,True,0.1829748086162588,2.126055465252888,-0.0323763094758693,-0.011834650744262,0.0860630456762305,-0.0139369543237694,0.0191828329787295,-0.052041191132673,0.0203599383814186,0.0124011295140916,0.0396400616185813,0.0323763094758693,0.0276236905241306,0.0,-1.906116160224953,-1.906116160224953,-1.8947844519083987,1052.943892791843
2024-06-27,2024-06-26,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 5/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 5/10,,False,False,,False,False,26,{},{},,False,2.0,1,0.0056757291161744,1.0,0.0056757291161744,1091.8357140084022,63,0.0434447424492953,0.0204594155317023,0.0318963833144113,True,0.1737789697971813,2.012387791634128,-0.0323763094758692,-0.011834650744262,0.0863546134197459,-0.0136453865802541,0.0188494240021439,-0.050269677346921,0.0211384869218126,0.0114081642687336,0.0388615130781873,0.0323763094758693,0.0276236905241306,0.0,-1.8046054407499457,-1.8046054407499457,-1.7932737324333912,1059.2935997396803
2024-06-28,2024-06-27,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 6/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 6/10,,False,False,,False,False,27,{},{},,False,2.0,1,-0.0059405627628899,1.0,-0.0059405627628899,1085.3688229269376,63,0.0397949822504887,0.0346067567809958,0.052116048330852,True,0.1591799290019551,1.8689342672301197,-0.0323763094758693,-0.011834650744262,0.0851714968220204,-0.0148285031779796,0.0190188593059813,-0.050269677346921,0.0211384869218126,0.0114081642687337,0.0388615130781873,0.0323763094758693,0.0276236905241306,0.0,-1.671166523474197,-1.671166523474197,-1.6598348151576423,1055.6168961434246
2024-07-01,2024-06-28,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 7/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 7/10,,False,False,,False,False,28,{},{},,False,2.0,1,-0.0011142777582147,1.0,-0.0011142777582147,1084.160094142955,63,0.0257111652966897,0.0305930697186773,0.0478832114711115,True,0.1028446611867589,1.2130797972758758,-0.0323763094758692,-0.011834650744262,0.0847797988373968,-0.0152202011626031,0.0190210570669823,-0.0501234836438788,0.0212042150234269,0.0113276986673058,0.038795784976573,0.0323763094758692,0.0276236905241307,0.0,-1.0795621370875668,-1.0795621370875668,-1.0682304287710125,1057.1514448282794
2024-07-02,2024-07-01,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 8/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 8/10,,False,False,,False,False,29,{},{},,False,2.0,1,0.0036367887743177,1.0,0.0036367887743177,1088.110133779123,63,0.0256131914609702,0.025662593253064,0.0449669517966088,True,0.1024527658438811,1.208358705049698,-0.0323763094758693,-0.011834650744262,0.0847867155801781,-0.0152132844198218,0.0188064534414873,-0.0495152586853523,0.021480572959767,0.0109958316451194,0.0385194270402329,0.0323763094758694,0.0276236905241305,0.0,-1.0753383933423146,-1.0753383933423146,-1.06400668502576,1059.3158868476944
2024-07-03,2024-07-02,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 9/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 9/10,,False,False,,False,False,30,{},{},,False,2.0,1,0.0054340898183651,1.0,0.0054340898183651,1094.0391167013158,63,0.0279747713647404,0.0322307341960683,0.0442415767482112,True,0.1118990854589617,1.3162074356188074,-0.0323763094758693,-0.011834650744262,0.0850162994303044,-0.0149837005696955,0.018930794165256,-0.0495152586853522,0.0214805729597671,0.0109958316451193,0.0385194270402328,0.0323763094758693,0.0276236905241306,0.0,-1.1729387099516508,-1.1729387099516508,-1.1616070016350966,1064.340994119646
2024-07-05,2024-07-03,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review held active pair,,False,False,0.0,0.0,False,hold,,,True,False,risk_on,False,False,31,"{""10"": 14, ""20"": 7, ""60"": 1}","{""10"": true, ""20"": false, ""60"": false}",False,False,2.0,1,0.0053882618893065,1.0,0.0053882618893065,1099.9499963619978,63,0.0305903236757903,0.037360104099766,0.0407125763911986,True,0.1223612947031613,1.4315794911909427,-0.0323763094758692,-0.011834650744262,0.0854729307426498,-0.0145270692573501,0.0189635333750991,-0.0495152586853523,0.021480572959767,0.0109958316451193,0.0385194270402329,0.0323763094758692,0.0276236905241307,0.0,-1.277984225032493,-1.277984225032493,-1.2666525167159393,1069.2976230064887
2024-07-08,2024-07-05,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 1/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 1/10,,False,False,,False,False,32,{},{},,False,2.0,1,-0.0030858611090494,1.0,-0.0030858611090494,1096.5609352216816,63,0.0381325870179335,0.0335597993563221,0.0436557067860865,True,0.152530348071734,1.7765741509595316,-0.0323763094758694,-0.011834650744262,0.0858564490479342,-0.0141435509520657,0.0189333342359487,-0.0502139509398249,0.0204321577820973,0.0106461087219223,0.0395678422179026,0.0323763094758692,0.0276236905241307,0.0,-1.5901309542782662,-1.5901309542782662,-1.5787992459617122,1065.2259306396409
2024-07-09,2024-07-08,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 2/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 2/10,,False,False,,False,False,33,{},{},,False,2.0,1,-0.0020431624667728,1.0,-0.0020431624667728,1094.3227703221698,63,0.0297278882389705,0.0263124381969656,0.0437211131227152,True,0.118911552955882,1.3887286485758463,-0.0323763094758693,-0.011834650744262,0.085626197081645,-0.0143738029183549,0.0187691091440136,-0.0521409981181421,0.0193854392574964,0.0115264373756385,0.0406145607425035,0.0323763094758692,0.0276236905241307,0.0,-1.239749771390041,-1.239749771390041,-1.2284180630734869,1062.990811311397
2024-07-10,2024-07-09,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 3/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 3/10,,False,False,,False,False,34,{},{},,False,2.0,1,0.0048220610685531,1.0,0.0048220610685531,1099.6124047698756,63,0.0264286260964626,0.037028604353935,0.0330885725652208,True,0.1057145043858505,1.2327140149617035,-0.0323763094758692,-0.011834650744262,0.0857575261599785,-0.0142424738400214,0.0188055565227927,-0.0524332504085331,0.0186548841462626,0.0110881345547958,0.0413451158537373,0.0323763094758693,0.0276236905241306,0.0,-1.0993781978415391,-1.0993781978415391,-1.0880464895249848,1067.4690232902078
2024-07-11,2024-07-10,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 4/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 4/10,,False,False,,False,False,35,{},{},,False,2.0,1,0.0053548566410477,1.0,0.0053548566410477,1105.516465148614,63,0.0280090949408545,0.034525533354168,0.038753300946703,True,0.1120363797634183,1.3023434752776282,-0.0293323383536565,-0.011834650744262,0.0860267524583212,-0.0139732475416787,0.0186750522129176,-0.0526044243963389,0.0181390907768431,0.0107435151731821,0.0418609092231568,0.0323763094758693,0.0276236905241306,0.0,-1.1638619276050457,-1.1638619276050457,-1.153595609181266,1075.1004918847811
2024-07-12,2024-07-11,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 5/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 5/10,,False,False,,False,False,36,{},{},,False,2.0,1,0.0004716357567981,1.0,0.0004716357567981,1106.0379892183391,63,0.0423879408827343,0.0356610786602939,0.0439667085163712,True,0.1695517635309373,2.009259512165414,-0.0293323383536564,-0.0116965564523338,0.0843851988776743,-0.0156148011223257,0.0186829025770804,-0.0527055009982263,0.0179000449230685,0.0106055459212948,0.0420999550769314,0.0323763094758694,0.0276236905241305,0.0,-1.795850792021186,-1.795850792021186,-1.785584473597406,1075.543109403358
2024-07-15,2024-07-12,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 6/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 6/10,,False,False,,False,False,37,{},{},,False,2.0,1,-0.0015415018732189,1.0,-0.0015415018732189,1104.3343430103723,63,0.0369764707990115,0.0305959745917457,0.0416382345591578,True,0.1479058831960461,1.7667035995579912,-0.0267218141632576,-0.0116965564523338,0.0837185610721857,-0.0162814389278142,0.0187733273416125,-0.0536945932363601,0.0174215146836281,0.0111161079199883,0.0425784853163718,0.0323763094758692,0.0276236905241307,0.0,,,,1074.4808240390332
2024-07-16,2024-07-15,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 7/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 7/10,,False,False,,False,False,38,{},{},,False,2.0,1,0.0073317458126641,1.0,0.0073317458126641,1112.4607958460458,63,0.0381207698322692,0.0233842136000144,0.029955123107247,True,0.1524830793290769,1.824661135499784,-0.0246586406855797,-0.0116965564523338,0.0835678890520738,-0.0164321109479262,0.0183518271819685,-0.0536945932363602,0.0174215146836281,0.0111161079199883,0.0425784853163718,0.0323763094758693,0.0276236905241306,0.0,-1.6288427864382529,-1.6288427864382529,-1.6202122621983,1080.0603167647364
2024-07-17,2024-07-16,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 8/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 8/10,,False,False,,False,False,39,{},{},,False,2.0,1,-0.0039434349437034,1.0,-0.0039434349437034,1108.082517471939,63,0.0475700908830267,0.0249408217911052,0.037709179308162,True,0.1902803635321069,2.253201909709412,-0.0237024572704809,-0.0116965564523338,0.0844488737170681,-0.0155511262829318,0.0184259489036162,-0.0536945932363601,0.0174215146836282,0.0111161079199883,0.0425784853163717,0.0323763094758693,0.0276236905241306,0.0,,,,1080.5622739154742
2024-07-18,2024-07-17,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 9/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 9/10,,False,False,,False,False,40,{},{},,False,2.0,1,-0.0061010971611254,1.0,-0.0061010971611254,1101.3425797845723,63,0.0472548608916169,0.0218115160333026,0.0289039363224986,True,0.1890194435664678,2.236447970430007,-0.0237024572704811,-0.0116965564523338,0.0845177022070961,-0.0154822977929038,0.018177901482625,-0.05369459323636,0.0174215146836282,0.0111161079199883,0.0425784853163717,0.0323763094758693,0.0276236905241306,0.0,,,,1074.3524126780353
2024-07-19,2024-07-18,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review held active pair,,False,False,0.0,0.0,False,hold,,,True,False,risk_on,False,False,41,"{""10"": 18, ""20"": 15, ""60"": 15}","{""10"": true, ""20"": true, ""60"": true}",True,False,1.0,15,-0.0095048931337348,1.0,-0.0095048931337348,1090.924028306103,63,0.0489541866817422,0.0091071391401658,0.0214768077907813,False,0.1958167467269691,2.3343502234819233,-0.0237024572704809,-0.0116965564523338,0.083884904997198,-0.0161150950028019,0.0179254745643728,-0.0505126688381957,0.019016818822658,0.0095294876608537,0.0409831811773419,0.0323763094758694,0.0276236905241305,0.0,,,,1064.640981497797
2024-07-22,2024-07-19,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 1/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 1/10,,False,False,,False,False,42,{},{},,False,1.0,15,0.0028703317761439,1.0,0.0028703317761439,1094.059840467609,63,0.0397775671698926,-0.0023081676490555,0.0117104013587106,False,0.1591102686795705,1.8426636050197245,-0.023702457270481,-0.0119548767024878,0.0863479737951775,-0.0136520262048224,0.0172688215355837,-0.0416145812373029,0.023699478884645,0.005314060121948,0.0363005211153549,0.0323763094758692,0.0276236905241307,0.0,,,,1066.6090322977109
2024-07-23,2024-07-22,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 2/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 2/10,,False,False,,False,False,43,{},{},,False,1.0,15,-0.0021674310333033,1.0,-0.0021674310333033,1091.6911091752556,63,0.0416782469424691,0.0039774190554314,0.0229918988767245,False,0.1667129877698766,1.9281684630607032,-0.0237024572704811,-0.0119548767024878,0.0864618372116939,-0.013538162788306,0.0170185156619506,-0.0416145812373029,0.023699478884645,0.005314060121948,0.0363005211153549,0.0323763094758692,0.0276236905241307,0.0,,,,1064.0121006655938
2024-07-24,2024-07-23,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 3/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 3/10,,False,False,,False,False,44,{},{},,False,1.0,15,-0.0110422717160028,1.0,-0.0110422717160028,1079.702670928124,63,0.0444804503808205,-0.0004464029795328,0.0318358169956291,False,0.1779218015232821,2.0712701766288983,-0.023702457270481,-0.0119548767024878,0.0858998519511632,-0.0141001480488367,0.017109449302941,-0.0416145812373029,0.023699478884645,0.0053140601219479,0.0363005211153549,0.0323763094758692,0.0276236905241307,0.0,-1.8592228886580675,-1.8592228886580675,-1.8509270286133992,1056.9250180443105
2024-07-25,2024-07-24,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 4/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 4/10,,False,False,,False,False,45,{},{},,False,1.0,15,-0.0008531402592912,1.0,-0.0008531402592912,1078.7819259296512,63,0.0303576743602214,-0.0086306205173627,0.0174524323992876,False,0.1214306974408857,1.3658566484003631,-0.0294465432312232,-0.0123392213480548,0.0889044231567789,-0.011095576843221,0.0168536679747777,-0.0310896412051219,0.0301789847923848,0.0012686259975067,0.0298210152076151,0.0323763094758693,0.0276236905241306,0.0,,,,1056.1830859055383
2024-07-26,2024-07-25,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 5/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 5/10,,False,False,,False,False,46,{},{},,False,1.0,15,0.0049898732706546,1.0,0.0049898732706546,1084.1783635996765,63,0.0319444826282511,-0.0063521335639359,0.0141072819677664,False,0.1277779305130045,1.4397680863656594,-0.0302742083515681,-0.0123392213480548,0.0887489670892403,-0.0112510329107596,0.0167088504585775,-0.0301105028548409,0.0307997336326433,0.0009102364874843,0.0292002663673566,0.0323763094758692,0.0276236905241307,0.0,,,,1059.3970764975204
2024-07-29,2024-07-26,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 6/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 6/10,,False,False,,False,False,47,{},{},,False,1.0,15,0.0013153406584713,1.0,0.0013153406584713,1085.6053657736031,63,0.0380416574776012,-0.0070379894094556,0.0275687673715401,False,0.1521666299104051,1.7071458897325338,-0.0302742083515682,-0.0123392213480548,0.0891351060419597,-0.0108648939580402,0.0172581796263541,-0.0301105028548408,0.0307997336326434,0.0009102364874843,0.0292002663673565,0.0323763094758693,0.0276236905241306,0.0,,,,1059.0450210311233
2024-07-30,2024-07-29,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 7/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 7/10,,False,False,,False,False,48,{},{},,False,1.0,15,0.0009408070584939,1.0,0.0009408070584939,1086.627191559548,63,0.0327151395447413,0.0002179140119056,0.0308109837305829,False,0.1308605581789654,1.4819784928842972,-0.0302742083515682,-0.0123392213480548,0.0883012532282289,-0.011698746771771,0.0173783562490844,-0.0301105028548409,0.0307997336326433,0.0009102364874843,0.0292002663673566,0.0323763094758692,0.0276236905241307,0.0,,,,1060.0427288771996
2024-07-31,2024-07-30,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 8/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 8/10,,False,False,,False,False,49,{},{},,False,1.0,15,0.0148035200355187,1.0,0.0148035200355187,1102.8327526902278,63,0.0327902707380954,0.0022729988286142,0.0279355920816782,False,0.1311610829523818,1.4853595949889005,-0.0302742083515681,-0.0123392213480548,0.0883025789814633,-0.0116974210185366,0.0174570875295314,-0.032300139814417,0.0298418335224434,0.0021419733368604,0.0301581664775565,0.0323763094758693,0.0276236905241306,0.0,,,,1074.582189219961
2024-08-01,2024-07-31,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 9/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 9/10,,False,False,,False,False,50,{},{},,False,1.0,15,-0.0023160286173347,1.0,-0.0023160286173347,1100.2815159838742,63,0.0621377266738804,0.0134397300898151,0.0456704642858835,False,0.2485509066955216,2.842006759936824,-0.0302742083515681,-0.0110794606564219,0.0874561279020486,-0.0125438720979513,0.0172317659297839,-0.0362704041241509,0.0283523523477848,0.0046227564719357,0.0316476476522151,0.0323763094758694,0.0276236905241305,0.0,-2.559982613584154,-2.559982613584154,-2.549386640661105,1071.5205336054707
2024-08-02,2024-08-01,pca_covariance__inverse_vol,risk_on,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review held active pair,,False,False,0.0,0.0,False,hold,,,True,False,risk_on,False,False,51,"{""10"": 15, ""20"": 16, ""60"": 14}","{""10"": true, ""20"": true, ""60"": true}",True,False,2.0,14,-0.0069849823636376,1.0,-0.0069849823636376,1092.622847969025,63,0.0615294239596949,0.0056896116541152,0.0430497157538812,False,0.2461176958387799,2.8114655543003693,-0.030274208351568,-0.0110794606564219,0.0875407118050308,-0.0124592881949691,0.0171814417685759,-0.0406932934221121,0.0267222873263666,0.0074155807484787,0.0332777126736333,0.0323763094758692,0.0276236905241307,0.0,-2.53277244234844,-2.53277244234844,-2.522176469425391,1065.9654353077249
2024-08-05,2024-08-02,pca_covariance__inverse_vol,defensive,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 1/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 1/10,,False,True,,False,False,52,{},{},,False,,14,-0.0151963982241381,1.0,-0.0151963982241381,1076.1444394045518,63,0.0527424596797693,-0.0066836325988289,0.0268761667574932,False,0.2109698387190773,2.3716056172318067,-0.0302742083515682,-0.0110794606564219,0.0889565436960493,-0.0110434563039506,0.0168272578710764,-0.040693293422112,0.0267222873263667,0.0074155807484787,0.0332777126736332,0.0323763094758693,0.0276236905241306,0.0,-2.1406834916400195,-2.1406834916400195,-2.1300875187169708,1055.798422487329
2024-08-06,2024-08-05,pca_covariance__inverse_vol,defensive,0.0,Deterministic volatility input fallback,hold,pca_covariance__inverse_vol,Switch review interval hold 2/10,,False,False,0.0,0.0,False,hold,Switch review interval hold 2/10,,False,False,,False,False,53,{},{},,False,,14,-0.0033590890248389,1.0,-0.0033590890248389,1072.5356389633023,63,0.0331838976329158,-0.0187941697139176,0.0075182684830479,False,0.1327355905316632,1.4083423919952296,-0.0326450663044486,-0.0125023369290227,0.0942495172240138,-0.0057504827759861,0.0169939859639312,-0.0331231694726848,0.0305337454749994,0.0036569149476843,0.0294662545250005,0.0326450663044486,0.0273549336955513,0.0,,,,1052.3489401177294
